"No","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"222","RT @jonesmcella: Congrats to @DocSandyB on @CMA_Docs President-Elect! Big win for social progressive agenda in medicine and action on #SDOH…",FALSE,0,NA,2018-03-09 03:44:20,FALSE,NA,"971954815130484738",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndoMarchAB",1,TRUE,FALSE,NA,NA
"223","@NaheedD @CMA_Docs @DocSandyB @larsendarren Great news...congrats @DocSandyB",FALSE,2,"NaheedD",2018-03-09 03:38:52,FALSE,"971917753304072192","971953439491088384","166985027","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SimonColgan",0,FALSE,FALSE,NA,NA
"224","@RitikaGoelTO Glad to see @CMA_Docs pick up on @OntariosDoctors example thanks @larynxdoctor for your leadership!",FALSE,1,"RitikaGoelTO",2018-03-09 03:33:22,FALSE,"971922070316769280","971952054578110465","117483867","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PamLiaoMD",0,FALSE,FALSE,NA,NA
"225","RT @DocSandyB: Happy International Women’s Day!
Women’s rights are human rights. Gender equity is something I take seriously and I look fo…",FALSE,0,NA,2018-03-09 03:32:04,FALSE,NA,"971951727099432960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PamLiaoMD",7,TRUE,FALSE,NA,NA
"226","RT @YXEMD: @john_soles @RCC_bc @SRPCanada @drgigiosler the SRPC has been providing child care and has been the most family friendly event I…",FALSE,0,NA,2018-03-09 03:31:03,FALSE,NA,"971951472861589504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","drgigiosler",2,TRUE,FALSE,NA,NA
"227","RT @DocSandyB: I am thrilled and overwhelmed at the news! I am grateful for all of the support and look forward to doing the work as @CMA_D…",FALSE,0,NA,2018-03-09 03:28:18,FALSE,NA,"971950780751196160",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Carrie_L4",31,TRUE,FALSE,NA,NA
"228","@YXEMD @john_soles @RCC_bc @drgigiosler @CMA_Docs We are So family friendly that the little one even get to come to… https://t.co/gYBpDR2Dd1",FALSE,4,"YXEMD",2018-03-09 03:25:55,TRUE,"971945017467023360","971950178046443520","2420971668","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SRPCanada",1,FALSE,FALSE,NA,NA
"229","RT @amaybee: Looking forward to learning how @CMA_Docs will work with patients. Congrats @DocSandyB @PatientAdvisors #CMAElection https://t…",FALSE,0,NA,2018-03-09 03:19:26,FALSE,NA,"971948547779321857",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PatientAdvisors",3,TRUE,FALSE,NA,NA
"230","Congratulations! @DocSandyB @CMA_Docs",FALSE,1,NA,2018-03-09 03:16:38,FALSE,NA,"971947844096552960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrBothsides",0,FALSE,FALSE,NA,NA
"231","RT @DocSandyB: Happy International Women’s Day!
Women’s rights are human rights. Gender equity is something I take seriously and I look fo…",FALSE,0,NA,2018-03-09 03:12:39,FALSE,NA,"971946841129603074",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sparkyb1",7,TRUE,FALSE,NA,NA
"232","@john_soles @RCC_bc @SRPCanada @drgigiosler the SRPC has been providing child care and has been the most family fri… https://t.co/Uxuq6j9Cnr",FALSE,7,"john_soles",2018-03-09 03:05:24,TRUE,"971841175899447296","971945017467023360","1325559745","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YXEMD",2,FALSE,FALSE,NA,NA
"233","@NaheedD @CMA_Docs @DocSandyB @larsendarren Great pic!",FALSE,0,"NaheedD",2018-03-09 03:00:02,FALSE,"971917753304072192","971943666838396929","166985027","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cczodonnell",0,FALSE,FALSE,NA,NA
"234","RT @DocSandyB: I am thrilled and overwhelmed at the news! I am grateful for all of the support and look forward to doing the work as @CMA_D…",FALSE,0,NA,2018-03-09 02:20:16,FALSE,NA,"971933659316940800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dsberlinromalis",31,TRUE,FALSE,NA,NA
"235","RT @DrKateJMiller: @snewbery1 @DrMerrileeBrown @RCC_bc @john_soles @SRPCanada @SRPC @CMA_Docs He was most effective at directing to rooms i…",FALSE,0,NA,2018-03-09 02:14:14,FALSE,NA,"971932142228750336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dr_Polarbird",2,TRUE,FALSE,NA,NA
"236","@snewbery1 @DrMerrileeBrown @RCC_bc @john_soles @SRPCanada @SRPC @CMA_Docs He was most effective at directing to ro… https://t.co/ayn6eSNzXA",FALSE,4,"snewbery1",2018-03-09 02:13:03,TRUE,"971909911998156801","971931842923216896","2588490114","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrKateJMiller",2,FALSE,FALSE,NA,NA
"237","@DocSandyB @CMA_Docs Good work!",FALSE,1,"DocSandyB",2018-03-09 02:11:28,FALSE,"971769897955901440","971931443944480769","1053787855","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aanawati",0,FALSE,FALSE,NA,NA
"238","I appreciate your courage, dedication to Medicine, and commitment to making positive change for physicians, patient… https://t.co/9wfYV37nFf",FALSE,11,NA,2018-03-09 01:59:43,TRUE,NA,"971928485072576514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimKellyMD",1,FALSE,FALSE,NA,NA
"239","RT @DocSandyB: This #CMAelection campaign was based on principles and goals for the @CMA_Docs. It was an honour to work alongside my fellow…",FALSE,0,NA,2018-03-09 01:37:50,FALSE,NA,"971922977859211264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RitikaGoelTO",4,TRUE,FALSE,NA,NA
"240","RT @DocSandyB: Happy International Women’s Day!
Women’s rights are human rights. Gender equity is something I take seriously and I look fo…",FALSE,0,NA,2018-03-09 01:37:44,FALSE,NA,"971922954618630150",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RitikaGoelTO",7,TRUE,FALSE,NA,NA
"241","RT @NaheedD: Celebrating with my PEACH teammate &amp; future @CMA_Docs President-Elect @DocSandyB, congratulations! Kudos to @larsendarren &amp; ot…",FALSE,0,NA,2018-03-09 01:21:49,FALSE,NA,"971918947342675968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KathyKastner",3,TRUE,FALSE,NA,NA
"242","Patients (in Canada :-) can rejoice : @CMA_Docs new Prez, @DocSandyB =patient-centered to the core #PalliativeCare https://t.co/YzAM1XuUhq",FALSE,9,NA,2018-03-09 01:19:43,FALSE,NA,"971918419288141824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KathyKastner",2,FALSE,FALSE,NA,NA
"243","Celebrating with my PEACH teammate &amp; future @CMA_Docs President-Elect @DocSandyB, congratulations! Kudos to… https://t.co/NzwxYgibVt",FALSE,37,NA,2018-03-09 01:17:04,TRUE,NA,"971917753304072192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NaheedD",3,FALSE,FALSE,NA,NA
"244","RT @CMA_Docs: Thank you to @DocSandyB, @PeakMD, @Kapur_AK, @Larsendarren for running a terrific campaign for CMA’s President-Elect nominee.…",FALSE,0,NA,2018-03-09 01:11:41,FALSE,NA,"971916397919047680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennifer_kitts",23,TRUE,FALSE,NA,NA
"245","@DocSandyB @CMA_Docs Thank you to all of you for stepping up to #leadership plate Looking Forward @DocSandyB to mee… https://t.co/M60K0qtBbN",FALSE,1,"DocSandyB",2018-03-09 01:04:00,TRUE,"971769897955901440","971914466626625536","1053787855","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rod_alive",0,FALSE,FALSE,NA,NA
"246","RT @RCC_bc: @snewbery1 @DrKateJMiller @DrMerrileeBrown @john_soles @SRPCanada @SRPC @CMA_Docs Arun and his crew are amazing! We love having…",FALSE,0,NA,2018-03-09 01:00:30,FALSE,NA,"971913583188676609",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","snewbery1",1,TRUE,FALSE,NA,NA
"247","@gavery10 @OntariosDoctors @CMA_Docs @PEAKMD @Kapur_AK @larsendarren With appreciation Granger!",FALSE,0,"gavery10",2018-03-09 00:55:37,FALSE,"971817589721645056","971912355318607872","2742739538","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DocSandyB",0,FALSE,FALSE,NA,NA
"248","@Dr_ChrisSimpson @CMA_Docs @PEAKMD @Kapur_AK @larsendarren Thanks Chris! I am honoured to have the confidence of my… https://t.co/wxmYWpdcVZ",FALSE,3,"Dr_ChrisSimpson",2018-03-09 00:54:53,TRUE,"971788696130408448","971912173172572160","14252011","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DocSandyB",0,FALSE,FALSE,NA,NA
"249","RT @CMA_Docs: Thank you to @DocSandyB, @PeakMD, @Kapur_AK, @Larsendarren for running a terrific campaign for CMA’s President-Elect nominee.…",FALSE,0,NA,2018-03-09 00:52:43,FALSE,NA,"971911624788512768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alexsummers4",23,TRUE,FALSE,NA,NA
"250","@snewbery1 @DrKateJMiller @DrMerrileeBrown @john_soles @SRPCanada @SRPC @CMA_Docs Arun and his crew are amazing! We… https://t.co/q3Aihrwzzd",FALSE,1,"snewbery1",2018-03-09 00:48:26,TRUE,"971909911998156801","971910547204485120","2588490114","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RCC_bc",1,FALSE,FALSE,NA,NA
"251","@DocSandyB @CMA_Docs Congratulations Sandy! Pleasure to interview you for @MedicalPost .",FALSE,2,"DocSandyB",2018-03-09 00:47:43,FALSE,"971769897955901440","971910366564319233","1053787855","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drlesleybarron",0,FALSE,FALSE,NA,NA
"252","Congrats to @DocSandyB as he becomes President-Elect @CMA_Docs https://t.co/HyyOKMlG4k",FALSE,5,NA,2018-03-09 00:47:17,FALSE,NA,"971910258489671681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KStajduhar",0,FALSE,FALSE,NA,NA
"253","@DrKateJMiller @DrMerrileeBrown @RCC_bc @john_soles @SRPCanada @SRPC And here is my son-volunteer, on a mission in… https://t.co/BJ7lMQAZJ4",FALSE,8,"DrKateJMiller",2018-03-09 00:45:54,TRUE,"971901878182207489","971909911998156801","4301940134","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","snewbery1",0,FALSE,FALSE,NA,NA
"254","RT @DocSandyB: Happy International Women’s Day!
Women’s rights are human rights. Gender equity is something I take seriously and I look fo…",FALSE,0,NA,2018-03-09 00:45:53,FALSE,NA,"971909904104591360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drlesleybarron",7,TRUE,FALSE,NA,NA
"255","RT @epaultaylor: . @CMA_Docs new president @DocSandyB was profiled in @macleans for his #PalliativeCare work. By @sproudfoot via @CTV_AvisF…",FALSE,0,NA,2018-03-09 00:42:11,FALSE,NA,"971908974063665153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PFEAMorin",5,TRUE,FALSE,NA,NA
"256","RT @CMA_Docs: Thank you to @DocSandyB, @PeakMD, @Kapur_AK, @Larsendarren for running a terrific campaign for CMA’s President-Elect nominee.…",FALSE,0,NA,2018-03-09 00:41:28,FALSE,NA,"971908794929344512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gary_Bloch",23,TRUE,FALSE,NA,NA
"257","RT @Dr_ChrisSimpson: Hearty congrats to @DocSandyB on his election as @CMA_Docs president-elect nominee! Thanks as well to @PEAKMD, @Kapur_…",FALSE,0,NA,2018-03-09 00:25:56,FALSE,NA,"971904884323663872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mimiyoung151",5,TRUE,FALSE,NA,NA
"258","Looking forward to learning how @CMA_Docs will work with patients. Congrats @DocSandyB @PatientAdvisors #CMAElection https://t.co/jQ0RZixxjE",FALSE,5,NA,2018-03-09 00:22:24,FALSE,NA,"971903997773742080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amaybee",3,FALSE,FALSE,NA,NA
"259","@standupdoctor @CMA_Docs Anil! Sandy Buchman is the president elect!  I was a candidate along side him!  That was a… https://t.co/qFplcovuqS",FALSE,0,"standupdoctor",2018-03-09 00:17:34,TRUE,"971870690105204736","971902778191757312","50914462","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","larsendarren",0,FALSE,FALSE,NA,NA
"260","RT @epaultaylor: . @CMA_Docs new president @DocSandyB was profiled in @macleans for his #PalliativeCare work. By @sproudfoot via @CTV_AvisF…",FALSE,0,NA,2018-03-09 00:13:35,FALSE,NA,"971901775560060928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NatriceR",5,TRUE,FALSE,NA,NA
"261","RT @Kapur_AK: Looks like my colleagues couldn't fall asleep last night, for some reason ������ My turn to recognize @DocSandyB @PEAKMD @larsenda…",FALSE,0,NA,2018-03-09 00:11:51,FALSE,NA,"971901341990711296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vidhithakkar",6,TRUE,FALSE,NA,NA
"262","RT @CTV_AvisFavaro: Congratulations to new @CMA_Docs president @DocSandyB - profile on his work in #PalliativeCare @macleans https://t.co/7…",FALSE,0,NA,2018-03-09 00:05:33,FALSE,NA,"971899756141101056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","priyaherne",10,TRUE,FALSE,NA,NA
"263",". @CMA_Docs new president @DocSandyB was profiled in @macleans for his #PalliativeCare work. By @sproudfoot via… https://t.co/07RrhQ3Dqw",FALSE,4,NA,2018-03-09 00:00:59,TRUE,NA,"971898607338102784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","epaultaylor",5,FALSE,FALSE,NA,NA
"264","RT @CTV_AvisFavaro: Congratulations to new @CMA_Docs president @DocSandyB - profile on his work in #PalliativeCare @macleans https://t.co/7…",FALSE,0,NA,2018-03-08 23:39:26,FALSE,NA,"971893183935229953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WeirDoug",10,TRUE,FALSE,NA,NA
"265","RT @gavery10: Congratulations to Dr Sandy Buchman @DocSandyB winner of the @OntariosDoctors @CMA_Docs President Elect vote!
Check out his o…",FALSE,0,NA,2018-03-08 23:38:14,FALSE,NA,"971892881244897280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abdoshabah",5,TRUE,FALSE,NA,NA
"266","RT @drgigiosler: Good news - at the August 2018 @CMA_Docs meeting in #Winnipeg there will be on-site, complimentary childcare available to…",FALSE,0,NA,2018-03-08 23:31:55,FALSE,NA,"971891290169225219",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","umtincka",31,TRUE,FALSE,NA,NA
"267","RT @drgigiosler: Good news - at the August 2018 @CMA_Docs meeting in #Winnipeg there will be on-site, complimentary childcare available to…",FALSE,0,NA,2018-03-08 23:31:01,FALSE,NA,"971891063773253632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WebbCharleswebb",31,TRUE,FALSE,NA,NA
"268","RT @CMA_Docs: Thank you to @DocSandyB, @PeakMD, @Kapur_AK, @Larsendarren for running a terrific campaign for CMA’s President-Elect nominee.…",FALSE,0,NA,2018-03-08 23:29:00,FALSE,NA,"971890558628069377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davidkaplanmd",23,TRUE,FALSE,NA,NA
"269","RT @CTV_AvisFavaro: Congratulations to new @CMA_Docs president @DocSandyB - profile on his work in #PalliativeCare @macleans https://t.co/7…",FALSE,0,NA,2018-03-08 23:26:07,FALSE,NA,"971889831386038272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","epaultaylor",10,TRUE,FALSE,NA,NA
"270","RT @EKwan238: Congrats @DocSandyB president-elect @CMA_Docs 2018. Please fight for a universal #pharmacare Plan that covers everyone no mat…",FALSE,0,NA,2018-03-08 23:24:01,FALSE,NA,"971889303482757120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","contemplaham",1,TRUE,FALSE,NA,NA
"271","RT @OntarioCollege: Congratulations OCFP past-President @DocSandyB on being elected and sincere thanks to all candidates for your dedicatio…",FALSE,0,NA,2018-03-08 23:21:18,FALSE,NA,"971888620297641984",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GeorgeKimMD",6,TRUE,FALSE,NA,NA
"272","RT @DocSandyB: This #CMAelection campaign was based on principles and goals for the @CMA_Docs. It was an honour to work alongside my fellow…",FALSE,0,NA,2018-03-08 23:20:47,FALSE,NA,"971888491188576256",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GeorgeKimMD",4,TRUE,FALSE,NA,NA
"273","RT @DocSandyB: Happy International Women’s Day!
Women’s rights are human rights. Gender equity is something I take seriously and I look fo…",FALSE,0,NA,2018-03-08 23:20:43,FALSE,NA,"971888471991185409",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GeorgeKimMD",7,TRUE,FALSE,NA,NA
"274","RT @DocSandyB: I am thrilled and overwhelmed at the news! I am grateful for all of the support and look forward to doing the work as @CMA_D…",FALSE,0,NA,2018-03-08 22:59:52,FALSE,NA,"971883226955501569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hbelfry",31,TRUE,FALSE,NA,NA
"275","RT @colmjmccarthy: Well done @CMA_Docs !  Making this trip possible for parents! https://t.co/naahu2xYA6",FALSE,0,NA,2018-03-08 22:44:08,FALSE,NA,"971879267448578050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","natasha7md",5,TRUE,FALSE,NA,NA
"276","RT @ElmwoodDotCa: Audrey Grandmaison chronicles her career path to her current role at @CMA_Docs #IWD2018 #StartupWomen https://t.co/gySRL3…",FALSE,0,NA,2018-03-08 22:41:50,FALSE,NA,"971878688789708800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","asinh90",4,TRUE,FALSE,NA,NA
"277","RT @CMA_Docs: Today on #IWD2018, we celebrate the accomplishments of all women physicians, residents and medical students. This day is also…",FALSE,0,NA,2018-03-08 22:38:16,FALSE,NA,"971877790575292417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RCC_bc",14,TRUE,FALSE,NA,NA
"278","RT @CMA_Docs: Today on #IWD2018, we celebrate the accomplishments of all women physicians, residents and medical students. This day is also…",FALSE,0,NA,2018-03-08 22:37:53,FALSE,NA,"971877692294467585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JosephKMayer",14,TRUE,FALSE,NA,NA
"279","RT @DocSandyB: I am thrilled and overwhelmed at the news! I am grateful for all of the support and look forward to doing the work as @CMA_D…",FALSE,0,NA,2018-03-08 22:34:32,FALSE,NA,"971876849470066688",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CJMOM1",31,TRUE,FALSE,NA,NA
"280","RT @DocSandyB: I am thrilled and overwhelmed at the news! I am grateful for all of the support and look forward to doing the work as @CMA_D…",FALSE,0,NA,2018-03-08 22:19:18,FALSE,NA,"971873015221846017",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RohitKumarRKV",31,TRUE,FALSE,NA,NA
"281","Congrats @DocSandyB president-elect @CMA_Docs 2018. Please fight for a universal #pharmacare Plan that covers every… https://t.co/pH04wHSzqY",FALSE,1,NA,2018-03-08 22:10:21,TRUE,NA,"971870764470333440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EKwan238",1,FALSE,FALSE,NA,NA
"282","CONGRATULATIONS!

@DocSandyB elected ""President-elect nominee"" for @CMA_Docs !

I look forward to your leadership i… https://t.co/WeRvPVe5JT",FALSE,5,NA,2018-03-08 21:54:26,TRUE,NA,"971866760008773632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BermanNDP",1,FALSE,FALSE,NA,NA
"283","RT @OntarioCollege: Congratulations OCFP past-President @DocSandyB on being elected and sincere thanks to all candidates for your dedicatio…",FALSE,0,NA,2018-03-08 21:51:55,FALSE,NA,"971866125888667649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","snewbery1",6,TRUE,FALSE,NA,NA
"284","@YOWKristin @CMA_Docs @drgigiosler @luce_lavoie @Anick_Losier @CecileBensimon @jenarnold22 @janephilpott The feelin… https://t.co/SpXpXGjuPv",FALSE,2,"YOWKristin",2018-03-08 21:35:29,TRUE,"971794618487537665","971861989202055168","3186840981","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennifer_kitts",0,FALSE,FALSE,NA,NA
"285","@ElmwoodDotCa @CMA_Docs I KNOW HER",FALSE,0,"ElmwoodDotCa",2018-03-08 21:30:37,FALSE,"971775200017526784","971860763970334720","87269516","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bruce_Innovates",0,FALSE,FALSE,NA,NA
"286","The @CMA_Docs needs your help, as medical students, to develop a
national public health awareness campaign on the h… https://t.co/zoOBltrOCI",FALSE,10,NA,2018-03-08 21:28:19,TRUE,NA,"971860185827479553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CFMSFEMC",4,FALSE,FALSE,NA,NA
"287","RT @OntariosDoctors: Congratulations to @DocSandyB on becoming @CMA_Docs President-Elect! Thank you to @PeakMD, @Kapur_AK, and @Larsendarre…",FALSE,0,NA,2018-03-08 21:19:25,FALSE,NA,"971857947558055936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alandrummond2",1,TRUE,FALSE,NA,NA
"288","@DocSandyB @CMA_Docs All the best!",FALSE,0,"DocSandyB",2018-03-08 21:16:31,FALSE,"971769897955901440","971857217505939462","1053787855","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alandrummond2",0,FALSE,FALSE,NA,NA
"289","RT @DocSandyB: I am thrilled and overwhelmed at the news! I am grateful for all of the support and look forward to doing the work as @CMA_D…",FALSE,0,NA,2018-03-08 21:16:23,FALSE,NA,"971857183506825216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alandrummond2",31,TRUE,FALSE,NA,NA
"290","RT @DocSandyB: Happy International Women’s Day!
Women’s rights are human rights. Gender equity is something I take seriously and I look fo…",FALSE,0,NA,2018-03-08 21:14:21,FALSE,NA,"971856670220484608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ayeletkuper",7,TRUE,FALSE,NA,NA
"291","RT @drgigiosler: Good news - at the August 2018 @CMA_Docs meeting in #Winnipeg there will be on-site, complimentary childcare available to…",FALSE,0,NA,2018-03-08 21:14:06,FALSE,NA,"971856607603843073",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ayeletkuper",31,TRUE,FALSE,NA,NA
"292","Congratulations @DocSandyB on becoming President Elect for @CMA_Docs!  Looking forward to having you and… https://t.co/Cgo6A7hndb",FALSE,4,NA,2018-03-08 21:10:45,TRUE,NA,"971855764418637825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RohitKumarRKV",0,FALSE,FALSE,NA,NA
"293","RT @CTV_AvisFavaro: Congratulations to new @CMA_Docs president @DocSandyB - profile on his work in #PalliativeCare @macleans https://t.co/7…",FALSE,0,NA,2018-03-08 20:49:15,FALSE,NA,"971850356803059712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kelseygoforth",10,TRUE,FALSE,NA,NA
"294","RT @doctrVee: @emmanuellem07 @StoonChamber @CMA_Docs @SMA_docs It is true to say that you will not find a high performance health system an…",FALSE,0,NA,2018-03-08 20:40:03,FALSE,NA,"971848040603504641",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DennisKendel",2,TRUE,FALSE,NA,NA
"295","RT @CMA_Docs: Over 60% of physicians aged 35 and younger were women in Canada. While this is good news, unfortunately women are still facin…",FALSE,0,NA,2018-03-08 20:38:49,FALSE,NA,"971847731495882752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MRMartyna",2,TRUE,FALSE,NA,NA
"296","RT @CMA_Docs: Thank you to @DocSandyB, @PeakMD, @Kapur_AK, @Larsendarren for running a terrific campaign for CMA’s President-Elect nominee.…",FALSE,0,NA,2018-03-08 20:35:32,FALSE,NA,"971846901791444992",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DrAnnCollins",23,TRUE,FALSE,NA,NA
"297","@mjdykeman @CMA_Docs Thank you @mjdykeman! You're kind words are really appreciated!",FALSE,1,"mjdykeman",2018-03-08 20:34:39,FALSE,"971843117421924352","971846680587902976","3825388635","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DocSandyB",0,FALSE,FALSE,NA,NA
"298","RT @DocSandyB: @snewbery1 @CMA_Docs Thank you for your kind words. It’s absolutely true, I’ve learned a lot from my colleagues @PEAKMD @Kap…",FALSE,0,NA,2018-03-08 20:32:46,FALSE,NA,"971846206652633090",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","snewbery1",1,TRUE,FALSE,NA,NA
"299","RT @JenniferRadema: https://t.co/S8Q5uhSoWV #patients ARE DYING FROM MESH HELLO!!! #Canada @CoalitionDocs @OnCall4ON @CMA_Docs @DocsOntario…",FALSE,0,NA,2018-03-08 20:30:05,FALSE,NA,"971845533018021889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gina_knows",6,TRUE,FALSE,NA,NA
"300","I just saw this news and am delighted for @DocSandyB &amp; Canadian doctors that his leadership has been recognized in… https://t.co/ljISjs8crH",FALSE,1,NA,2018-03-08 20:20:29,TRUE,NA,"971843117421924352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mjdykeman",0,FALSE,FALSE,NA,NA
